Return ID,Order ID,Customer ID,Product ID,Order Date,Return Date,Return Amount,Order Line ID,Return Line ID
32165,MX-2016-CP1234018-42535,CP-1234018,OFF-AR-3482,2016-06-14,2016-06-27,33.72,MX-2016-CP1234018-42535OFF-AR-3482CP-1234018,32165MX-2016-CP1234018-42535OFF-AR-3482CP-1234018
27122,ID-2016-DB13210144-42596,DB-13210144,OFF-ST-6273,2016-08-14,2016-09-04,45.7662,ID-2016-DB13210144-42596OFF-ST-6273DB-13210144,27122ID-2016-DB13210144-42596OFF-ST-6273DB-13210144
33652,US-2016-SC20770140-42443,SC-207701406,OFF-BI-4372,2016-03-14,2016-03-26,23.16,US-2016-SC20770140-42443OFF-BI-4372SC-207701406,33652US-2016-SC20770140-42443OFF-BI-4372SC-207701406
7106,IN-2016-SH2063527-42583,SH-2063527,TEC-CO-3684,2016-08-01,2016-08-20,568.62,IN-2016-SH2063527-42583TEC-CO-3684SH-2063527,7106IN-2016-SH2063527-42583TEC-CO-3684SH-2063527
31728,TU-2016-BP1185134-42387,BP-1185134,TEC-PH-3798,2016-01-18,2016-01-30,32.22,TU-2016-BP1185134-42387TEC-PH-3798BP-1185134,31728TU-2016-BP1185134-42387TEC-PH-3798BP-1185134
29627,CA-2016-LT17110140-42443,LT-171101402,OFF-PA-6307,2016-03-14,2016-03-25,70.08,CA-2016-LT17110140-42443OFF-PA-6307LT-171101402,29627CA-2016-LT17110140-42443OFF-PA-6307LT-171101402
16836,CA-2016-SW20755140-42566,SW-207551406,FUR-BO-5519,2016-07-15,2016-07-21,579.136,CA-2016-SW20755140-42566FUR-BO-5519SW-207551406,16836CA-2016-SW20755140-42566FUR-BO-5519SW-207551406
8193,UP-2016-BM1575137-42636,BM-1575137,OFF-AR-3553,2016-09-23,2016-10-05,48.87,UP-2016-BM1575137-42636OFF-AR-3553BM-1575137,8193UP-2016-BM1575137-42636OFF-AR-3553BM-1575137
7389,ZA-2016-PV8985146-42391,PV-8985146,FUR-CH-5796,2016-01-22,2016-01-26,137.16,ZA-2016-PV8985146-42391FUR-CH-5796PV-8985146,7389ZA-2016-PV8985146-42391FUR-CH-5796PV-8985146
9568,EG-2016-GB457538-42682,GB-457538,OFF-AR-3543,2016-11-08,2016-11-16,60.42,EG-2016-GB457538-42682OFF-AR-3543GB-457538,9568EG-2016-GB457538-42682OFF-AR-3543GB-457538
