Return ID,Order ID,Customer ID,Product ID,Order Date,Return Date,Return Amount,Order Line ID,Return Line ID
20620,MX-2015-BD1160518-42108,BD-1160518,TEC-CO-3681,2015-04-14,2015-05-09,523.23144,MX-2015-BD1160518-42108TEC-CO-3681BD-1160518,20620MX-2015-BD1160518-42108TEC-CO-3681BD-1160518
35824,IN-2015-DL128657-42278,DL-128657,TEC-CO-4792,2015-10-01,2015-10-27,972.567,IN-2015-DL128657-42278TEC-CO-4792DL-128657,35824IN-2015-DL128657-42278TEC-CO-4792DL-128657
1887,MX-2015-JL15505141-42177,JL-15505141,OFF-BI-3293,2015-06-22,2015-07-05,8.44,MX-2015-JL15505141-42177OFF-BI-3293JL-15505141,1887MX-2015-JL15505141-42177OFF-BI-3293JL-15505141
9074,TU-2015-DW3540134-42021,DW-3540134,FUR-BO-5780,2015-01-17,2015-02-02,78.696,TU-2015-DW3540134-42021FUR-BO-5780DW-3540134,9074TU-2015-DW3540134-42021FUR-BO-5780DW-3540134
24979,IN-2015-NW1840027-42232,NW-1840027,OFF-AR-3533,2015-08-16,2015-09-09,20.13,IN-2015-NW1840027-42232OFF-AR-3533NW-1840027,24979IN-2015-NW1840027-42232OFF-AR-3533NW-1840027
45128,IN-2015-BD117257-42308,BD-117257,FUR-BO-3625,2015-10-31,2015-11-25,747.36,IN-2015-BD117257-42308FUR-BO-3625BD-117257,45128IN-2015-BD117257-42308FUR-BO-3625BD-117257
22305,IN-2015-LS17245113-42150,LS-17245113,TEC-AC-5220,2015-05-26,2015-05-27,90.42,IN-2015-LS17245113-42150TEC-AC-5220LS-17245113,22305IN-2015-LS17245113-42150TEC-AC-5220LS-17245113
51200,IN-2015-SL2015527-42155,SL-2015527,OFF-EN-3658,2015-05-31,2015-06-06,11.91,IN-2015-SL2015527-42155OFF-EN-3658SL-2015527,51200IN-2015-SL2015527-42155OFF-EN-3658SL-2015527
49075,ID-2015-DP130007-42040,DC-000000000001,FUR-BO-5961,2015-02-05,2015-02-26,156.744,ID-2015-DP130007-42040FUR-BO-5961DC-000000000001,49075ID-2015-DP130007-42040FUR-BO-5961DC-000000000001
50408,ES-2015-LR1691564-42222,LR-1691564,OFF-PA-4461,2015-08-06,2015-08-27,105.06,ES-2015-LR1691564-42222OFF-PA-4461LR-1691564,50408ES-2015-LR1691564-42222OFF-PA-4461LR-1691564
30215,ES-2015-ME1772545-42100,ME-1772545,OFF-FA-3044,2015-04-06,2015-04-25,11.4,ES-2015-ME1772545-42100OFF-FA-3044ME-1772545,30215ES-2015-ME1772545-42100OFF-FA-3044ME-1772545
24347,CA-2015-AA10645140-42325,AA-106451402,FUR-CH-4672,2015-11-17,2015-11-25,1323.9,CA-2015-AA10645140-42325FUR-CH-4672AA-106451402,24347CA-2015-AA10645140-42325FUR-CH-4672AA-106451402
206,ES-2015-JK16120139-42246,JK-16120139,OFF-LA-5401,2015-08-30,2015-09-05,25.08,ES-2015-JK16120139-42246OFF-LA-5401JK-16120139,206ES-2015-JK16120139-42246OFF-LA-5401JK-16120139
29756,ZA-2015-LC6885147-42021,LC-6885147,OFF-SU-4990,2015-01-17,2015-01-20,56.124,ZA-2015-LC6885147-42021OFF-SU-4990LC-6885147,29756ZA-2015-LC6885147-42021OFF-SU-4990LC-6885147
7648,MX-2015-DC1285051-42334,DC-1285051,FUR-FU-6271,2015-11-26,2015-11-28,100.92,MX-2015-DC1285051-42334FUR-FU-6271DC-1285051,7648MX-2015-DC1285051-42334FUR-FU-6271DC-1285051
56812,MX-2015-LH1702028-42131,LH-1702028,OFF-LA-6029,2015-05-07,2015-06-02,25.74,MX-2015-LH1702028-42131OFF-LA-6029LH-1702028,56812MX-2015-LH1702028-42131OFF-LA-6029LH-1702028
13526,MX-2015-JJ1576018-42321,JJ-1576018,OFF-EN-3110,2015-11-13,2015-11-27,87.22,MX-2015-JJ1576018-42321OFF-EN-3110JJ-1576018,13526MX-2015-JJ1576018-42321OFF-EN-3110JJ-1576018
17915,MX-2015-PS1876082-42050,PS-1876082,OFF-FA-3062,2015-02-15,2015-03-09,55.3,MX-2015-PS1876082-42050OFF-FA-3062PS-1876082,17915MX-2015-PS1876082-42050OFF-FA-3062PS-1876082
61088,SA-2015-TB11520110-42311,TB-11520110,TEC-MA-5498,2015-11-03,2015-11-17,172.98,SA-2015-TB11520110-42311TEC-MA-5498TB-11520110,61088SA-2015-TB11520110-42311TEC-MA-5498TB-11520110
12156,MX-2015-SP2062082-42024,SP-2062082,OFF-BI-2901,2015-01-20,2015-01-27,68.12,MX-2015-SP2062082-42024OFF-BI-2901SP-2062082,12156MX-2015-SP2062082-42024OFF-BI-2901SP-2062082
51170,ID-2015-BN11470144-42095,BN-11470144,TEC-AC-4152,2015-04-01,2015-04-02,41.6898,ID-2015-BN11470144-42095TEC-AC-4152BN-11470144,51170ID-2015-BN11470144-42095TEC-AC-4152BN-11470144
18021,IN-2015-CC1255027-42288,CC-1255027,OFF-EN-3670,2015-10-11,2015-11-02,58.8,IN-2015-CC1255027-42288OFF-EN-3670CC-1255027,18021IN-2015-CC1255027-42288OFF-EN-3670CC-1255027
28642,ES-2015-JL1583545-42230,JL-1583545,TEC-AC-5200,2015-08-14,2015-08-31,69.15,ES-2015-JL1583545-42230TEC-AC-5200JL-1583545,28642ES-2015-JL1583545-42230TEC-AC-5200JL-1583545
25295,IN-2015-GM1445527-42352,GM-1445527,OFF-BI-4823,2015-12-14,2015-12-21,32.25,IN-2015-GM1445527-42352OFF-BI-4823GM-1445527,25295IN-2015-GM1445527-42352OFF-BI-4823GM-1445527
57390,ES-2015-MS175308-42294,MS-175308,FUR-BO-3892,2015-10-17,2015-10-21,821.52,ES-2015-MS175308-42294FUR-BO-3892MS-175308,57390ES-2015-MS175308-42294FUR-BO-3892MS-175308
34671,CA-2015-SS20515140-42209,SS-205151408,OFF-BI-4357,2015-07-24,2015-07-27,135.09,CA-2015-SS20515140-42209OFF-BI-4357SS-205151408,34671CA-2015-SS20515140-42209OFF-BI-4357SS-205151408
60406,TU-2015-KW6570134-42260,KW-6570134,TEC-CO-4576,2015-09-13,2015-09-27,127.824,TU-2015-KW6570134-42260TEC-CO-4576KW-6570134,60406TU-2015-KW6570134-42260TEC-CO-4576KW-6570134
33899,MX-2015-BS1166582-42286,BS-1166582,TEC-AC-5894,2015-10-09,2015-10-29,1196.3,MX-2015-BS1166582-42286TEC-AC-5894BS-1166582,33899MX-2015-BS1166582-42286TEC-AC-5894BS-1166582
16656,US-2015-JD16150140-42085,JD-161501404,FUR-FU-6227,2015-03-22,2015-03-26,91.96,US-2015-JD16150140-42085FUR-FU-6227JD-161501404,16656US-2015-JD16150140-42085FUR-FU-6227JD-161501404
48716,CA-2015-CK12595140-42196,CK-125951406,FUR-CH-5381,2015-07-11,2015-07-14,341.488,CA-2015-CK12595140-42196FUR-CH-5381CK-125951406,48716CA-2015-CK12595140-42196FUR-CH-5381CK-125951406
61240,CA-2015-CB12025140-42244,DC-000000000001,OFF-ST-4752,2015-08-28,2015-09-18,892.35,CA-2015-CB12025140-42244OFF-ST-4752DC-000000000001,61240CA-2015-CB12025140-42244OFF-ST-4752DC-000000000001
58797,IN-2015-MF1825027-42237,MF-1825027,OFF-EN-4905,2015-08-21,2015-09-03,97.5,IN-2015-MF1825027-42237OFF-EN-4905MF-1825027,58797IN-2015-MF1825027-42237OFF-EN-4905MF-1825027
50405,IN-2015-NL1831092-42295,NL-1831092,OFF-AR-5924,2015-10-18,2015-11-11,22.2,IN-2015-NL1831092-42295OFF-AR-5924NL-1831092,50405IN-2015-NL1831092-42295OFF-AR-5924NL-1831092
25711,ZA-2015-CH2070146-42082,CH-2070146,OFF-BI-4804,2015-03-19,2015-04-03,31.95,ZA-2015-CH2070146-42082OFF-BI-4804CH-2070146,25711ZA-2015-CH2070146-42082OFF-BI-4804CH-2070146
45063,IN-2015-TC211457-42301,TC-211457,OFF-BI-4808,2015-10-24,2015-11-09,81.81,IN-2015-TC211457-42301OFF-BI-4808TC-211457,45063IN-2015-TC211457-42301OFF-BI-4808TC-211457
60422,IN-2015-SC2057527-42147,DC-000000000001,TEC-AC-4155,2015-05-23,2015-06-06,166.92,IN-2015-SC2057527-42147TEC-AC-4155DC-000000000001,60422IN-2015-SC2057527-42147TEC-AC-4155DC-000000000001
51056,IN-2015-MB1808592-42108,MB-1808592,FUR-TA-3764,2015-04-14,2015-05-12,5244.84,IN-2015-MB1808592-42108FUR-TA-3764MB-1808592,51056IN-2015-MB1808592-42108FUR-TA-3764MB-1808592
23652,CA-2015-MG17875140-42269,MG-178751408,FUR-FU-6355,2015-09-22,2015-10-13,47.98,CA-2015-MG17875140-42269FUR-FU-6355MG-178751408,23652CA-2015-MG17875140-42269FUR-FU-6355MG-178751408
62920,MX-2015-RA1928518-42065,RA-1928518,OFF-LA-4539,2015-03-02,2015-03-09,21.54,MX-2015-RA1928518-42065OFF-LA-4539RA-1928518,62920MX-2015-RA1928518-42065OFF-LA-4539RA-1928518
38469,SL-2015-SM10905112-42347,SM-10905112,FUR-BO-3636,2015-12-09,2015-12-30,690.48,SL-2015-SM10905112-42347FUR-BO-3636SM-10905112,38469SL-2015-SM10905112-42347FUR-BO-3636SM-10905112
37500,NI-2015-JD579095-42240,JD-579095,OFF-AP-4496,2015-08-24,2015-09-06,24.48,NI-2015-JD579095-42240OFF-AP-4496JD-579095,37500NI-2015-JD579095-42240OFF-AP-4496JD-579095
20767,ES-2015-BC1112545-42324,BC-1112545,OFF-BI-4811,2015-11-16,2015-11-25,44.82,ES-2015-BC1112545-42324OFF-BI-4811BC-1112545,20767ES-2015-BC1112545-42324OFF-BI-4811BC-1112545
7279,ES-2015-DG13300120-42356,DG-13300120,OFF-EN-3663,2015-12-18,2016-01-05,94.86,ES-2015-DG13300120-42356OFF-EN-3663DG-13300120,7279ES-2015-DG13300120-42356OFF-EN-3663DG-13300120
61003,CA-2015-SB20185140-42146,SB-201851404,OFF-ST-5598,2015-05-22,2015-06-11,104.79,CA-2015-SB20185140-42146OFF-ST-5598SB-201851404,61003CA-2015-SB20185140-42146OFF-ST-5598SB-201851404
50197,CA-2015-SU20665140-42343,SU-206651402,OFF-BI-6219,2015-12-05,2015-12-19,152.8,CA-2015-SU20665140-42343OFF-BI-6219SU-206651402,50197CA-2015-SU20665140-42343OFF-BI-6219SU-206651402
26420,MX-2015-AG1039018-42366,AG-1039018,OFF-AP-3582,2015-12-28,2015-12-31,101.52,MX-2015-AG1039018-42366OFF-AP-3582AG-1039018,26420MX-2015-AG1039018-42366OFF-AP-3582AG-1039018
47321,SF-2015-NP8685117-42317,NP-8685117,TEC-CO-4774,2015-11-09,2015-11-25,1198.32,SF-2015-NP8685117-42317TEC-CO-4774NP-8685117,47321SF-2015-NP8685117-42317TEC-CO-4774NP-8685117
14752,NI-2015-ES402095-42348,ES-402095,OFF-FA-6189,2015-12-10,2015-12-19,3.285,NI-2015-ES402095-42348OFF-FA-6189ES-402095,14752NI-2015-ES402095-42348OFF-FA-6189ES-402095
59411,NI-2015-LD685595-42154,LD-685595,OFF-ST-5691,2015-05-30,2015-06-09,42.201,NI-2015-LD685595-42154OFF-ST-5691LD-685595,59411NI-2015-LD685595-42154OFF-ST-5691LD-685595
21617,US-2015-JK1532598-42322,JK-1532598,OFF-AR-3493,2015-11-14,2015-11-27,64.008,US-2015-JK1532598-42322OFF-AR-3493JK-1532598,21617US-2015-JK1532598-42322OFF-AR-3493JK-1532598
64200,EG-2015-AJ96038-42346,AJ-96038,OFF-AP-3858,2015-12-08,2016-01-02,270.96,EG-2015-AJ96038-42346OFF-AP-3858AJ-96038,64200EG-2015-AJ96038-42346OFF-AP-3858AJ-96038
10474,ID-2015-ES1402059-42250,ES-1402059,OFF-LA-5405,2015-09-03,2015-09-28,17.4582,ID-2015-ES1402059-42250OFF-LA-5405ES-1402059,10474ID-2015-ES1402059-42250OFF-LA-5405ES-1402059
19298,MX-2015-KM1637593-42366,KM-1637593,OFF-PA-6607,2015-12-28,2016-01-02,17.56,MX-2015-KM1637593-42366OFF-PA-6607KM-1637593,19298MX-2015-KM1637593-42366OFF-PA-6607KM-1637593
26857,US-2015-BS1136565-42031,BS-1136565,FUR-CH-4681,2015-01-27,2015-02-01,266.22,US-2015-BS1136565-42031FUR-CH-4681BS-1136565,26857US-2015-BS1136565-42031FUR-CH-4681BS-1136565
21985,AG-2015-LC70503-42265,LC-70503,OFF-BI-3186,2015-09-18,2015-10-02,109.32,AG-2015-LC70503-42265OFF-BI-3186LC-70503,21985AG-2015-LC70503-42265OFF-BI-3186LC-70503
30764,ES-2015-KB1624014-42369,KB-1624014,OFF-AR-3537,2015-12-31,2016-01-17,52.74,ES-2015-KB1624014-42369OFF-AR-3537KB-1624014,30764ES-2015-KB1624014-42369OFF-AR-3537KB-1624014
6994,EZ-2015-RB957032-42265,RB-957032,OFF-LA-3317,2015-09-18,2015-09-19,7.14,EZ-2015-RB957032-42265OFF-LA-3317RB-957032,6994EZ-2015-RB957032-42265OFF-LA-3317RB-957032
35170,ID-2015-DS130307-42065,DS-130307,OFF-BI-3294,2015-03-02,2015-03-15,28.098,ID-2015-DS130307-42065OFF-BI-3294DS-130307,35170ID-2015-DS130307-42065OFF-BI-3294DS-130307
24161,IN-2015-GM14695102-42316,DC-000000000001,OFF-BI-3294,2015-11-08,2015-11-26,28.4325,IN-2015-GM14695102-42316OFF-BI-3294DC-000000000001,24161IN-2015-GM14695102-42316OFF-BI-3294DC-000000000001
59112,IN-2015-JK1609078-42176,JK-1609078,OFF-AP-3875,2015-06-21,2015-06-28,1609.29,IN-2015-JK1609078-42176OFF-AP-3875JK-1609078,59112IN-2015-JK1609078-42176OFF-AP-3875JK-1609078
8772,IN-2015-DB129107-42026,DC-000000000001,TEC-MA-5541,2015-01-22,2015-02-11,45.252,IN-2015-DB129107-42026TEC-MA-5541DC-000000000001,8772IN-2015-DB129107-42026TEC-MA-5541DC-000000000001
17335,CA-2015-SH20395140-42288,SH-203951406,TEC-AC-5192,2015-10-11,2015-11-07,31.95,CA-2015-SH20395140-42288TEC-AC-5192SH-203951406,17335CA-2015-SH20395140-42288TEC-AC-5192SH-203951406
20748,MX-2015-HL1504039-42162,HL-1504039,OFF-FA-6187,2015-06-07,2015-06-15,77.4,MX-2015-HL1504039-42162OFF-FA-6187HL-1504039,20748MX-2015-HL1504039-42162OFF-FA-6187HL-1504039
32870,ID-2015-BM1178592-42086,BM-1178592,FUR-TA-3419,2015-03-23,2015-04-11,596.052,ID-2015-BM1178592-42086FUR-TA-3419BM-1178592,32870ID-2015-BM1178592-42086FUR-TA-3419BM-1178592
359,MX-2015-SB2018593-42042,DC-000000000001,TEC-CO-3598,2015-02-07,2015-03-07,635.80584,MX-2015-SB2018593-42042TEC-CO-3598DC-000000000001,359MX-2015-SB2018593-42042TEC-CO-3598DC-000000000001
21721,CA-2015-PR18880140-42105,PR-188801408,FUR-FU-4236,2015-04-11,2015-04-17,67.36,CA-2015-PR18880140-42105FUR-FU-4236PR-188801408,21721CA-2015-PR18880140-42105FUR-FU-4236PR-188801408
28462,SA-2015-MD7860110-42147,MD-7860110,OFF-BI-2918,2015-05-23,2015-06-11,8.94,SA-2015-MD7860110-42147OFF-BI-2918MD-7860110,28462SA-2015-MD7860110-42147OFF-BI-2918MD-7860110
58303,MX-2015-NC1862582-42322,NC-1862582,TEC-CO-4588,2015-11-14,2015-11-30,189.58008,MX-2015-NC1862582-42322TEC-CO-4588NC-1862582,58303MX-2015-NC1862582-42322TEC-CO-4588NC-1862582
8684,IT-2015-JR16210139-42198,JR-16210139,OFF-LA-4679,2015-07-13,2015-07-30,12.24,IT-2015-JR16210139-42198OFF-LA-4679JR-16210139,8684IT-2015-JR16210139-42198OFF-LA-4679JR-16210139
35526,US-2015-GW1460555-42283,GW-1460555,FUR-CH-5368,2015-10-06,2015-10-31,36.768,US-2015-GW1460555-42283FUR-CH-5368GW-1460555,35526US-2015-GW1460555-42283FUR-CH-5368GW-1460555
49988,IN-2015-CW1190558-42257,CW-1190558,OFF-AR-3490,2015-09-10,2015-09-23,50.7,IN-2015-CW1190558-42257OFF-AR-3490CW-1190558,49988IN-2015-CW1190558-42257OFF-AR-3490CW-1190558
29759,US-2015-MC18100140-42355,MC-181001402,FUR-FU-4755,2015-12-17,2015-12-21,41.552,US-2015-MC18100140-42355FUR-FU-4755MC-181001402,29759US-2015-MC18100140-42355FUR-FU-4755MC-181001402
6787,IT-2015-TA2138548-42230,TA-2138548,OFF-LA-5401,2015-08-14,2015-09-08,6.27,IT-2015-TA2138548-42230OFF-LA-5401TA-2138548,6787IT-2015-TA2138548-42230OFF-LA-5401TA-2138548
306,EG-2015-DB321038-42322,DC-000000000001,OFF-FA-6186,2015-11-14,2015-11-15,18.84,EG-2015-DB321038-42322OFF-FA-6186DC-000000000001,306EG-2015-DB321038-42322OFF-FA-6186DC-000000000001
53334,US-2015-JW15220140-42124,JW-152201406,TEC-PH-4868,2015-04-30,2015-05-22,209.5,US-2015-JW15220140-42124TEC-PH-4868JW-152201406,53334US-2015-JW15220140-42124TEC-PH-4868JW-152201406
